天數,二次加權,一次,二次平均
Day 24,10420072.380000000819564,10533248.019999999552965,10420072.380000000819564
Day 25,10475501.539999999105930,10598989.859999999403954,10475501.539999999105930
Day 26,10387761.530000001192093,10459819.019999999552965,10387761.530000001192093
Day 27,10381817.120000001043081,10448914.000000000000000,10381817.120000001043081
Day 28,10436248.609999999403954,10517182.460000000894070,10436248.609999999403954
Day 29,10409980.330000001937151,10480079.419999999925494,10409980.330000001937151
Day 30,10382307.440000001341105,10416117.620000001043081,10382307.440000001341105
Day 31,10498556.230000000447035,10500125.220000000670552,10498556.230000000447035
Day 32,10525903.150000000372529,10567415.560000000521541,10525903.150000000372529
Day 33,10596248.519999999552965,10593510.800000000745058,10596248.519999999552965
Day 34,10739773.220000000670552,10724504.280000001192093,10739773.220000000670552
Day 35,10755741.080000001937151,10729115.900000000372529,10755741.080000001937151
Day 36,10586732.580000001937151,10508545.400000000372529,10586732.580000001937151
Day 37,10254003.070000000298023,10065512.539999999105930,10254003.070000000298023
Day 38,9870073.010000001639128,9766948.859999999403954,9870073.010000001639128
Day 39,9713355.449999999254942,9681371.300000000745058,9713355.449999999254942
Day 40,10140360.110000001266599,10141142.880000000819564,10140360.110000001266599
Day 41,10331366.670000001788139,10394676.920000001788139,10331366.670000001788139
Day 42,10268730.670000001788139,10382948.519999999552965,10268730.670000001788139
Day 43,10157217.839999999850988,10301849.300000000745058,10157217.839999999850988
Day 44,9925046.230000000447035,10008064.399999998509884,9925046.230000000447035
Day 45,10211367.380000000819564,10254313.359999999403954,10211367.380000000819564
Day 46,10215154.669999999925494,10266976.960000000894070,10215154.669999999925494
Day 47,10057329.070000000298023,10116721.519999999552965,10057329.070000000298023
Day 48,10247774.300000000745058,10300510.880000000819564,10247774.300000000745058
Day 49,10067536.310000002384186,10103955.140000000596046,10067536.310000002384186
Day 50,10081337.250000000000000,10150911.660000000149012,10081337.250000000000000
Day 51,10236500.630000000819564,10259084.240000000223517,10236500.630000000819564
Day 52,10181850.970000000670552,10231063.259999999776483,10181850.970000000670552
Day 53,10310241.130000000819564,10384386.339999999850988,10310241.130000000819564
Day 54,10409514.589999999850988,10537048.679999999701977,10409514.589999999850988
Day 55,10369148.800000000745058,10527357.839999999850988,10369148.800000000745058
Day 56,10203427.470000000670552,10392833.640000000596046,10203427.470000000670552
Day 57,10312944.960000000894070,10526500.580000000074506,10312944.960000000894070
Day 58,10241596.940000001341105,10465203.199999999254942,10241596.940000001341105
Day 59,10267502.460000000894070,10457039.400000000372529,10267502.460000000894070
Day 60,10270387.670000001788139,10435384.099999999627471,10270387.670000001788139
Day 61,10303897.169999999925494,10919237.099999999627471,10303897.169999999925494
Day 62,10101009.019999999552965,10670791.320000000298023,10101009.019999999552965
Day 63,10127282.120000001043081,10505310.640000000596046,10127282.120000001043081
Day 64,10297209.890000000596046,10771181.859999999403954,10297209.890000000596046
Day 65,10378968.699999999254942,10879178.240000000223517,10378968.699999999254942
Day 66,10466502.750000000000000,10977025.219999998807907,10466502.750000000000000
Day 67,10600570.150000000372529,10996092.900000000372529,10600570.150000000372529
Day 68,10615486.360000001266599,10923551.660000000149012,10615486.360000001266599
Day 69,10651974.250000000000000,10916571.540000000968575,10651974.250000000000000
Day 70,10776491.330000001937151,11108314.620000001043081,10776491.330000001937151
Day 71,10778616.640000000596046,11121274.140000000596046,10778616.640000000596046
Day 72,10829108.860000001266599,11215234.620000001043081,10829108.860000001266599
Day 73,10823480.620000001043081,11173970.620000001043081,10823480.620000001043081
Day 74,10734458.580000000074506,11115101.600000001490116,10734458.580000000074506
Day 75,10847023.060000000521541,11319040.679999999701977,10847023.060000000521541
Day 76,10949081.160000000149012,11437285.859999999403954,10949081.160000000149012
Day 77,10947911.910000000149012,11578529.279999999329448,10947911.910000000149012
Day 78,10902819.960000000894070,11528998.699999999254942,10902819.960000000894070
Day 79,10855019.360000001266599,11553643.699999999254942,10855019.360000001266599
Day 80,11337244.490000002086163,11598193.320000000298023,11337244.490000002086163
Day 81,11438204.350000001490116,11523455.259999999776483,11438204.350000001490116
Day 82,11434642.620000001043081,11579677.940000001341105,11434642.620000001043081
Day 83,11382356.040000000968575,11530001.660000000149012,11382356.040000000968575
Day 84,11421233.839999999850988,11522932.320000000298023,11421233.839999999850988
Day 85,11396049.019999999552965,11506232.000000000000000,11396049.019999999552965
Day 86,11377176.350000001490116,11503023.179999999701977,11377176.350000001490116
Day 87,11404219.310000000521541,11544685.879999998956919,11404219.310000000521541
Day 88,11458420.420000001788139,11609590.780000001192093,11458420.420000001788139
Day 89,11462636.660000000149012,11549584.379999998956919,11462636.660000000149012
Day 90,11501301.269999999552965,11633283.640000000596046,11501301.269999999552965
Day 91,11536918.890000000596046,11641228.320000000298023,11536918.890000000596046
Day 92,11451049.230000000447035,11515806.500000000000000,11451049.230000000447035
Day 93,11500097.640000000596046,11527783.380000000819564,11500097.640000000596046
Day 94,11508454.129999998956919,11385373.219999998807907,11508454.129999998956919
Day 95,11377450.910000000149012,11279431.339999999850988,11377450.910000000149012
Day 96,11095735.750000000000000,10921221.560000000521541,11095735.750000000000000
Day 97,11190123.679999999701977,11031796.519999999552965,11190123.679999999701977
Day 98,11422096.880000000819564,11229830.720000000670552,11422096.880000000819564
Day 99,11521176.589999999850988,11392090.160000000149012,11521176.589999999850988
Day 100,11575657.080000000074506,11406366.640000000596046,11575657.080000000074506
Day 101,11756963.910000000149012,11870150.100000001490116,11756963.910000000149012
Day 102,11888369.250000000000000,11963178.760000001639128,11888369.250000000000000
Day 103,11927524.179999999701977,12014995.379999998956919,11927524.179999999701977
Day 104,11980634.440000001341105,12135853.019999999552965,11980634.440000001341105
Day 105,11975773.490000002086163,12149005.679999999701977,11975773.490000002086163
Day 106,11933750.539999999105930,12016522.419999999925494,11933750.539999999105930
Day 107,11973430.010000001639128,12088574.600000001490116,11973430.010000001639128
Day 108,11907653.839999999850988,12030760.500000000000000,11907653.839999999850988
Day 109,11761935.230000000447035,11740540.200000001117587,11761935.230000000447035
Day 110,12069264.160000000149012,12048262.740000000223517,12069264.160000000149012
Day 111,12053982.620000001043081,11987685.960000000894070,12053982.620000001043081
Day 112,12055710.789999999105930,11988239.399999998509884,12055710.789999999105930
Day 113,11971770.280000001192093,11771023.420000001788139,11971770.280000001192093
Day 114,12032695.300000000745058,11790438.980000000447035,12032695.300000000745058
Day 115,11880527.339999999850988,11589842.000000000000000,11880527.339999999850988
Day 116,11959969.660000000149012,11731157.699999999254942,11959969.660000000149012
Day 117,11962830.290000000968575,11733757.740000000223517,11962830.290000000968575
Day 118,12082172.660000000149012,11911580.120000001043081,12082172.660000000149012
Day 119,11995268.539999999105930,11809533.779999999329448,11995268.539999999105930
Day 120,11904118.780000001192093,11684575.039999999105930,11904118.780000001192093
Day 121,12003404.449999999254942,11788560.679999999701977,12003404.449999999254942
Day 122,12030400.820000000298023,11908105.879999998956919,12030400.820000000298023
Day 123,12141666.080000001937151,11819523.920000001788139,12141666.080000001937151
Day 124,12120288.150000000372529,11702333.660000000149012,12120288.150000000372529
Day 125,12119871.410000000149012,11750084.200000001117587,12119871.410000000149012
Day 126,12234298.849999999627471,11836708.780000001192093,12234298.849999999627471
Day 127,12185267.630000000819564,11728806.140000000596046,12185267.630000000819564
Day 128,12068837.460000000894070,11611200.240000000223517,12068837.460000000894070
result_train_2016_Q1-Q2(2016 Q1).csv,125
Day 1,10000000.000000000000000,10000000.000000000000000,10000000.000000000000000
Day 2,10109134.210000000894070,10121517.300000000745058,10121517.300000000745058
Day 3,10056492.400000000372529,10110795.810000000521541,10110795.810000000521541
Day 4,10031131.650000000372529,10098890.350000001490116,10098890.350000001490116
Day 5,9863150.850000001490116,9916646.480000000447035,9916646.480000000447035
Day 6,9849334.620000001043081,9890921.620000001043081,9890921.620000001043081
Day 7,9884855.070000000298023,9945585.519999999552965,9945585.519999999552965
Day 8,9750579.960000000894070,9832278.140000000596046,9832278.140000000596046
Day 9,10013369.760000001639128,10105462.460000000894070,10105462.460000000894070
Day 10,9847206.620000001043081,9915208.769999999552965,9915208.769999999552965
Day 11,9837799.540000000968575,9915186.060000000521541,9915186.060000000521541
Day 12,9618027.130000002682209,9625284.320000000298023,9625284.320000000298023
Day 13,9688489.690000001341105,9727581.220000000670552,9727581.220000000670552
Day 14,9831478.940000001341105,9904671.549999998882413,9904671.549999998882413
Day 15,9753663.170000001788139,9822826.370000001043081,9822826.370000001043081
Day 16,9996048.640000000596046,10128274.380000000819564,10128274.380000000819564
Day 17,9961153.850000001490116,10097398.030000001192093,10097398.030000001192093
Day 18,10004699.929999999701977,10188845.019999999552965,10188845.019999999552965
Day 19,10196183.440000001341105,10413903.019999999552965,10413903.019999999552965
Day 20,10165426.000000001862645,10406278.820000000298023,10406278.820000000298023
Day 21,10058295.350000001490116,10266566.980000000447035,10266566.980000000447035
Day 22,10141228.680000001564622,10426179.830000000074506,10426179.830000000074506
Day 23,10132503.290000000968575,10484446.519999999552965,10484446.519999999552965
Day 24,10082914.480000000447035,10415196.179999999701977,10415196.179999999701977
Day 25,10113251.509999999776483,10504681.280000001192093,10504681.280000001192093
Day 26,10075565.730000000447035,10398095.349999999627471,10398095.349999999627471
Day 27,10075737.320000000298023,10357635.530000001192093,10357635.530000001192093
Day 28,10035772.780000001192093,10341907.859999999403954,10341907.859999999403954
Day 29,10137888.370000001043081,10454066.599999999627471,10454066.599999999627471
Day 30,10180282.300000000745058,10463643.880000000819564,10463643.880000000819564
Day 31,10204391.920000001788139,10514569.510000001639128,10514569.510000001639128
Day 32,10175001.420000001788139,10483729.019999999552965,10483729.019999999552965
Day 33,10191894.939999999478459,10512513.599999999627471,10512513.599999999627471
Day 34,10286298.040000000968575,10579960.689999999478459,10579960.689999999478459
Day 35,10259722.970000000670552,10553916.740000000223517,10553916.740000000223517
Day 36,10321704.289999999105930,10630299.539999999105930,10630299.539999999105930
Day 37,10454870.860000001266599,10748388.500000000000000,10748388.500000000000000
Day 38,10341148.420000001788139,10634316.230000000447035,10634316.230000000447035
Day 39,10224595.180000001564622,10537335.900000000372529,10537335.900000000372529
Day 40,10344906.109999999403954,10659150.000000000000000,10659150.000000000000000
Day 41,10371392.970000002533197,10700725.369999999180436,10700725.369999999180436
Day 42,10342118.020000001415610,10671081.460000000894070,10671081.460000000894070
Day 43,10346784.060000002384186,10696082.240000000223517,10696082.240000000223517
Day 44,10474199.959999999031425,10857624.289999999105930,10857624.289999999105930
Day 45,10374656.130000000819564,10769760.500000000000000,10769760.500000000000000
Day 46,10391647.810000000521541,10752771.169999999925494,10752771.169999999925494
